FPR	TPR	Threshold
0.793095	0.955746	0.255832
0.793098	0.955746	0.255822
0.793098	0.955753	0.255806
0.793109	0.955759	0.255791
0.793113	0.955759	0.255756
0.793115	0.955763	0.255756
0.793119	0.955763	0.255755
0.793128	0.955763	0.255735
0.793132	0.955766	0.255734
0.793133	0.955766	0.255732
0.793139	0.955766	0.255731
0.793164	0.955766	0.255730
0.793166	0.955780	0.255727
0.793168	0.955801	0.255726
0.793175	0.955808	0.255726
0.793203	0.955822	0.255722
0.793211	0.955822	0.255718
0.793213	0.955825	0.255716
0.793219	0.955832	0.255709
0.793220	0.955832	0.255709
0.793309	0.955832	0.255708
0.793312	0.955832	0.255697
0.793322	0.955849	0.255691
0.793323	0.955849	0.255688
0.793333	0.955849	0.255687
0.793334	0.955849	0.255671
0.793339	0.955860	0.255664
0.793346	0.955863	0.255634
0.793346	0.955870	0.255613
0.793505	0.955877	0.255612
0.793507	0.955877	0.255598
0.793638	0.955956	0.255588
0.793640	0.955956	0.255580
0.793645	0.955956	0.255547
0.793678	0.955956	0.255543
0.793680	0.955960	0.255542
0.793689	0.955963	0.255532
0.793689	0.955967	0.255511
0.793692	0.955967	0.255505
0.793762	0.955981	0.255499
0.793939	0.955998	0.255491
0.793939	0.956001	0.255485
0.793942	0.956001	0.255452
0.793945	0.956001	0.255446
0.793960	0.956005	0.255441
0.793965	0.956012	0.255432
0.793972	0.956019	0.255431
0.793973	0.956019	0.255419
0.794038	0.956043	0.255414
0.794041	0.956043	0.255395
0.794063	0.956050	0.255378
0.794066	0.956050	0.255364
0.794067	0.956053	0.255348
0.794079	0.956060	0.255344
0.794080	0.956067	0.255344
0.794080	0.956074	0.255336
0.795825	0.956689	0.255336
0.795843	0.956689	0.255321
0.795847	0.956689	0.255321
0.795849	0.956689	0.255307
0.795850	0.956693	0.255297
0.795853	0.956693	0.255287
0.795926	0.956696	0.255280
0.795943	0.956700	0.255249
0.795944	0.956700	0.255243
0.795951	0.956700	0.255242
0.795953	0.956700	0.255241
0.795956	0.956700	0.255237
0.795960	0.956703	0.255236
0.796058	0.956731	0.255226
0.796063	0.956731	0.255208
0.796070	0.956731	0.255208
0.796071	0.956731	0.255207
0.796216	0.956731	0.255193
0.796217	0.956731	0.255179
0.796217	0.956734	0.255170
0.796250	0.956741	0.255170
0.796254	0.956741	0.255153
0.796257	0.956745	0.255148
0.796258	0.956745	0.255135
0.796264	0.956748	0.255125
0.796265	0.956748	0.255117
0.796271	0.956748	0.255101
0.796275	0.956748	0.255082
0.796278	0.956748	0.255070
0.796296	0.956748	0.255069
0.796403	0.956748	0.255066
0.796417	0.956755	0.255066
0.796424	0.956758	0.255050
0.796452	0.956769	0.255042
0.796455	0.956769	0.255039
0.796457	0.956776	0.255021
0.796486	0.956776	0.255014
0.796518	0.956786	0.254999
0.796524	0.956796	0.254995
0.796527	0.956796	0.254960
0.796533	0.956807	0.254936
0.796535	0.956807	0.254933
0.796547	0.956817	0.254933
0.796561	0.956817	0.254897
0.796583	0.956824	0.254894
0.796586	0.956824	0.254876
0.796587	0.956835	0.254873
0.796589	0.956835	0.254867
0.796590	0.956838	0.254843
0.796592	0.956838	0.254837
0.796594	0.956841	0.254821
0.796670	0.956841	0.254818
0.796672	0.956841	0.254817
0.796673	0.956845	0.254814
0.796677	0.956848	0.254811
0.796679	0.956848	0.254806
0.796693	0.956848	0.254798
0.796694	0.956848	0.254788
0.796820	0.956907	0.254785
0.796822	0.956914	0.254774
0.796981	0.957045	0.254759
0.796988	0.957045	0.254730
0.796990	0.957045	0.254723
0.797083	0.957063	0.254706
0.797090	0.957070	0.254703
0.797091	0.957070	0.254679
0.797091	0.957076	0.254679
0.797093	0.957076	0.254658
0.797093	0.957083	0.254654
0.797095	0.957083	0.254647
0.797235	0.957142	0.254642
0.797239	0.957142	0.254639
0.797242	0.957142	0.254634
0.797242	0.957146	0.254633
0.797243	0.957146	0.254610
0.797246	0.957149	0.254602
0.797253	0.957153	0.254600
0.797254	0.957153	0.254594
0.797257	0.957159	0.254593
0.797259	0.957159	0.254577
0.797261	0.957159	0.254573
0.797277	0.957159	0.254569
0.797282	0.957163	0.254556
0.797287	0.957166	0.254528
0.797339	0.957197	0.254516
0.797434	0.957312	0.254471
0.797437	0.957315	0.254458
0.797439	0.957318	0.254439
0.797441	0.957325	0.254431
0.797447	0.957325	0.254402
0.797448	0.957325	0.254392
0.797475	0.957325	0.254386
0.797479	0.957325	0.254347
0.797482	0.957332	0.254343
0.797492	0.957360	0.254339
0.797494	0.957360	0.254332
0.797502	0.957363	0.254331
0.797505	0.957363	0.254331
0.797506	0.957363	0.254329
0.797543	0.957381	0.254318
0.797546	0.957381	0.254244
0.797548	0.957398	0.254236
0.797553	0.957398	0.254206
0.797554	0.957398	0.254200
0.797588	0.957401	0.254169
0.797692	0.957412	0.254168
0.797693	0.957412	0.254160
0.797702	0.957415	0.254147
0.797949	0.957419	0.254136
0.797952	0.957419	0.254132
0.797954	0.957419	0.254124
0.797961	0.957426	0.254123
0.797963	0.957426	0.254081
0.797971	0.957426	0.254064
0.797979	0.957429	0.254031
0.797989	0.957429	0.254025
0.797994	0.957443	0.253996
0.798004	0.957443	0.253977
0.798007	0.957450	0.253971
0.798010	0.957450	0.253960
0.798020	0.957450	0.253957
0.798028	0.957471	0.253940
0.798137	0.957550	0.253929
0.798207	0.957557	0.253929
0.798239	0.957581	0.253916
0.798241	0.957581	0.253912
0.798256	0.957581	0.253910
0.798265	0.957598	0.253895
0.798284	0.957598	0.253885
0.798286	0.957598	0.253883
0.798287	0.957602	0.253874
0.798315	0.957605	0.253860
0.798317	0.957605	0.253854
0.798318	0.957609	0.253827
0.798325	0.957609	0.253827
0.798326	0.957612	0.253808
0.798329	0.957612	0.253787
0.798356	0.957612	0.253772
0.798359	0.957619	0.253771
0.798362	0.957623	0.253770
0.798363	0.957623	0.253766
0.798367	0.957630	0.253742
0.798372	0.957630	0.253741
0.798381	0.957633	0.253739
0.798417	0.957633	0.253738
0.798422	0.957633	0.253729
0.798425	0.957633	0.253723
0.798426	0.957633	0.253722
0.798440	0.957640	0.253695
0.798442	0.957640	0.253692
0.798443	0.957643	0.253690
0.798445	0.957643	0.253673
0.798456	0.957647	0.253671
0.798485	0.957650	0.253671
0.798508	0.957650	0.253670
0.798516	0.957671	0.253670
0.798518	0.957678	0.253663
0.798519	0.957678	0.253652
0.798519	0.957681	0.253641
0.798523	0.957685	0.253629
0.798525	0.957688	0.253626
0.798529	0.957702	0.253619
0.798535	0.957702	0.253618
0.798538	0.957706	0.253612
0.798542	0.957709	0.253611
0.798545	0.957709	0.253594
0.798554	0.957709	0.253594
0.798556	0.957709	0.253591
0.798557	0.957713	0.253590
0.798559	0.957713	0.253567
0.798564	0.957716	0.253566
0.798566	0.957716	0.253561
0.798584	0.957719	0.253553
0.798597	0.957726	0.253551
0.798602	0.957726	0.253539
0.798614	0.957726	0.253534
0.798619	0.957726	0.253525
0.798623	0.957730	0.253522
0.798823	0.957802	0.253521
0.798896	0.957847	0.253520
0.799807	0.958076	0.253515
0.799811	0.958076	0.253508
0.799819	0.958086	0.253506
0.799826	0.958089	0.253503
0.800251	0.958124	0.253502
0.800254	0.958124	0.253477
0.800260	0.958124	0.253462
0.800268	0.958134	0.253447
0.800291	0.958148	0.253422
0.800292	0.958152	0.253421
0.800295	0.958152	0.253390
0.800326	0.958155	0.253385
0.800327	0.958158	0.253368
0.800337	0.958158	0.253366
0.800377	0.958179	0.253363
0.800379	0.958179	0.253356
0.800493	0.958255	0.253329
0.800495	0.958255	0.253309
0.800495	0.958259	0.253294
0.800545	0.958269	0.253292
0.800547	0.958269	0.253288
0.800551	0.958269	0.253275
0.800552	0.958269	0.253259
0.800604	0.958279	0.253253
0.800637	0.958279	0.253247
0.800662	0.958286	0.253235
0.800671	0.958290	0.253233
0.800723	0.958290	0.253219
0.800725	0.958290	0.253217
0.800775	0.958307	0.253212
0.800776	0.958311	0.253206
0.800779	0.958314	0.253184
0.800779	0.958317	0.253160
0.800782	0.958317	0.253139
0.800794	0.958324	0.253138
0.800811	0.958345	0.253137
0.800814	0.958349	0.253115
0.800856	0.958359	0.253112
0.800941	0.958400	0.253110
0.801236	0.958432	0.253107
0.801437	0.958480	0.253099
0.801443	0.958497	0.253096
0.801450	0.958497	0.253084
0.801451	0.958497	0.253083
0.801453	0.958515	0.253064
0.801471	0.958515	0.253040
0.801473	0.958515	0.253023
0.801475	0.958525	0.253022
0.801494	0.958556	0.253019
0.801497	0.958556	0.253013
0.801498	0.958559	0.253012
0.801501	0.958559	0.252996
0.801505	0.958570	0.252992
0.801506	0.958570	0.252988
0.801509	0.958570	0.252967
0.801513	0.958570	0.252966
0.801516	0.958584	0.252945
0.801518	0.958591	0.252939
0.801520	0.958591	0.252930
0.801523	0.958591	0.252923
0.801526	0.958594	0.252922
0.801535	0.958594	0.252914
0.801537	0.958594	0.252901
0.801540	0.958601	0.252894
0.801543	0.958601	0.252890
0.801784	0.958670	0.252887
0.801788	0.958670	0.252884
0.801807	0.958674	0.252876
0.801829	0.958791	0.252873
0.801836	0.958791	0.252867
0.803641	0.959223	0.252866
0.803644	0.959223	0.252860
0.803653	0.959223	0.252830
0.803656	0.959234	0.252828
0.803659	0.959234	0.252750
0.803815	0.959237	0.252724
0.803827	0.959240	0.252724
0.803828	0.959240	0.252718
0.803834	0.959244	0.252703
0.803835	0.959244	0.252694
0.803842	0.959251	0.252686
0.803849	0.959251	0.252680
0.803852	0.959251	0.252668
0.803856	0.959251	0.252663
0.803867	0.959261	0.252646
0.803869	0.959261	0.252633
0.803872	0.959261	0.252620
0.803873	0.959261	0.252618
0.803879	0.959265	0.252616
0.803881	0.959265	0.252603
0.803884	0.959265	0.252599
0.803886	0.959268	0.252598
0.803894	0.959268	0.252597
0.803895	0.959272	0.252592
0.803901	0.959272	0.252584
0.803901	0.959278	0.252582
0.803907	0.959278	0.252580
0.803908	0.959278	0.252576
0.803908	0.959282	0.252572
0.803910	0.959285	0.252569
0.803911	0.959285	0.252567
0.803925	0.959296	0.252556
0.803926	0.959310	0.252549
0.803926	0.959317	0.252542
0.803960	0.959323	0.252540
0.803962	0.959323	0.252540
0.804078	0.959327	0.252534
0.804081	0.959327	0.252490
0.804087	0.959334	0.252479
0.804102	0.959344	0.252477
0.804115	0.959355	0.252472
0.804115	0.959358	0.252439
0.804116	0.959358	0.252424
0.804121	0.959358	0.252410
0.804121	0.959361	0.252409
0.804125	0.959365	0.252400
0.804690	0.959565	0.252397
0.804693	0.959565	0.252377
0.804702	0.959569	0.252368
0.804703	0.959569	0.252353
0.804709	0.959569	0.252351
0.804710	0.959569	0.252344
0.804861	0.959572	0.252339
0.804868	0.959593	0.252336
0.804871	0.959593	0.252330
0.804876	0.959597	0.252319
0.804878	0.959597	0.252312
0.804882	0.959597	0.252297
0.804885	0.959597	0.252290
0.804886	0.959597	0.252256
0.804890	0.959597	0.252254
0.804893	0.959597	0.252245
0.804899	0.959597	0.252245
0.804935	0.959603	0.252227
0.804999	0.959603	0.252211
0.805018	0.959603	0.252198
0.805023	0.959607	0.252195
0.805024	0.959610	0.252177
0.805031	0.959621	0.252172
0.805034	0.959624	0.252148
0.805069	0.959624	0.252131
0.805070	0.959624	0.252130
0.805077	0.959631	0.252125
0.805094	0.959631	0.252121
0.805096	0.959631	0.252119
0.805100	0.959631	0.252109
0.805101	0.959631	0.252098
0.805106	0.959635	0.252096
0.805242	0.959635	0.252090
0.805243	0.959638	0.252086
0.805245	0.959638	0.252085
0.805250	0.959638	0.252076
0.805281	0.959666	0.252069
0.805287	0.959669	0.252067
0.805362	0.959673	0.252057
0.805366	0.959673	0.252057
0.805366	0.959676	0.252045
0.805369	0.959676	0.252045
0.805374	0.959676	0.251947
0.805379	0.959676	0.251941
0.805402	0.959683	0.251939
0.805407	0.959683	0.251936
0.805408	0.959683	0.251936
0.805409	0.959686	0.251912
0.805412	0.959686	0.251905
0.805462	0.959686	0.251901
0.805464	0.959686	0.251892
0.805464	0.959690	0.251891
0.805484	0.959690	0.251879
0.805494	0.959700	0.251870
0.805495	0.959700	0.251860
0.805500	0.959714	0.251846
0.805505	0.959721	0.251839
0.805508	0.959735	0.251838
0.805509	0.959738	0.251812
0.805511	0.959738	0.251805
0.805518	0.959738	0.251804
0.805518	0.959742	0.251804
0.805547	0.959752	0.251800
0.805561	0.959769	0.251800
0.805588	0.959769	0.251799
0.805590	0.959773	0.251788
0.805594	0.959773	0.251786
0.805595	0.959776	0.251771
0.805599	0.959776	0.251771
0.806024	0.959780	0.251770
0.806027	0.959780	0.251752
0.806120	0.959780	0.251749
0.806124	0.959794	0.251728
0.806128	0.959797	0.251699
0.806143	0.959800	0.251692
0.806145	0.959800	0.251674
0.806148	0.959800	0.251661
0.806150	0.959800	0.251656
0.806154	0.959800	0.251653
0.806157	0.959800	0.251632
0.806159	0.959807	0.251632
0.806161	0.959807	0.251617
0.806235	0.959832	0.251594
0.806237	0.959832	0.251575
0.806245	0.959835	0.251569
0.806251	0.959835	0.251527
0.806252	0.959842	0.251518
0.806259	0.959852	0.251507
0.806261	0.959852	0.251498
0.806272	0.959852	0.251477
0.806276	0.959863	0.251452
0.806278	0.959863	0.251421
0.806282	0.959863	0.251409
0.806286	0.959870	0.251408
0.806289	0.959870	0.251408
0.806300	0.959880	0.251407
0.806311	0.959883	0.251406
0.806313	0.959883	0.251389
0.806313	0.959887	0.251388
0.806317	0.959887	0.251384
0.806318	0.959887	0.251370
0.806323	0.959890	0.251368
0.806324	0.959890	0.251354
0.806558	0.959890	0.251340
0.806559	0.959890	0.251315
0.806559	0.959894	0.251314
0.806562	0.959897	0.251312
0.806566	0.959915	0.251308
0.806569	0.959915	0.251298
0.806570	0.959915	0.251291
0.806600	0.959949	0.251282
0.806601	0.959949	0.251268
0.806646	0.959987	0.251267
0.806649	0.959991	0.251258
0.806667	0.959991	0.251257
0.806669	0.959991	0.251256
0.806672	0.959991	0.251256
0.806673	0.959991	0.251240
0.806683	0.959994	0.251236
0.806691	0.959994	0.251223
0.806693	0.960001	0.251219
0.806697	0.960001	0.251198
0.806701	0.960001	0.251178
0.806708	0.960001	0.251174
0.807557	0.960008	0.251166
0.807561	0.960008	0.251162
0.807582	0.960015	0.251152
0.807583	0.960025	0.251142
0.807586	0.960032	0.251139
0.807634	0.960042	0.251104
0.807647	0.960042	0.251096
0.807652	0.960046	0.251096
0.807654	0.960046	0.251093
0.807658	0.960046	0.251091
0.807661	0.960046	0.251089
0.807664	0.960046	0.251065
0.807671	0.960056	0.251055
0.807673	0.960056	0.251048
0.807673	0.960063	0.251032
0.807707	0.960063	0.251021
0.807718	0.960063	0.251008
0.807725	0.960063	0.251001
0.807728	0.960070	0.250986
0.807730	0.960070	0.250983
0.807741	0.960074	0.250966
0.807742	0.960074	0.250961
0.807745	0.960074	0.250955
0.807749	0.960077	0.250946
0.807751	0.960080	0.250946
0.807792	0.960087	0.250946
0.807799	0.960087	0.250941
0.807801	0.960087	0.250936
0.807803	0.960091	0.250934
0.807832	0.960101	0.250911
0.807834	0.960105	0.250909
0.807853	0.960105	0.250905
0.807875	0.960105	0.250893
0.807894	0.960112	0.250887
0.807897	0.960112	0.250880
0.807907	0.960143	0.250874
0.807911	0.960143	0.250867
0.807914	0.960143	0.250865
0.807915	0.960143	0.250860
0.807924	0.960146	0.250853
0.807925	0.960150	0.250839
0.807928	0.960150	0.250834
0.807929	0.960150	0.250822
0.807929	0.960153	0.250821
0.807932	0.960153	0.250819
0.807935	0.960153	0.250801
0.807946	0.960153	0.250766
0.807989	0.960170	0.250743
0.807991	0.960177	0.250742
0.808246	0.960278	0.250737
0.808305	0.960291	0.250713
0.808364	0.960291	0.250710
0.808366	0.960295	0.250680
0.808370	0.960295	0.250674
0.808480	0.960388	0.250641
0.808482	0.960388	0.250620
0.808482	0.960392	0.250617
0.808650	0.960392	0.250604
0.808651	0.960392	0.250585
0.808655	0.960392	0.250580
0.808658	0.960399	0.250578
0.808661	0.960402	0.250571
0.808664	0.960402	0.250530
0.808699	0.960412	0.250524
0.808703	0.960412	0.250508
0.808706	0.960412	0.250496
0.808706	0.960416	0.250487
0.808719	0.960423	0.250478
0.809197	0.960564	0.250427
0.809218	0.960575	0.250426
0.809220	0.960575	0.250421
0.809225	0.960575	0.250416
0.809225	0.960578	0.250414
0.809245	0.960592	0.250411
0.809255	0.960592	0.250407
0.809273	0.960599	0.250396
0.809279	0.960599	0.250389
0.809279	0.960602	0.250381
0.809282	0.960606	0.250359
0.809283	0.960606	0.250356
0.809325	0.960606	0.250347
0.809332	0.960606	0.250342
0.809335	0.960606	0.250337
0.809687	0.960613	0.250326
0.809688	0.960613	0.250320
0.809695	0.960630	0.250315
0.809697	0.960630	0.250313
0.809702	0.960640	0.250299
0.809702	0.960647	0.250291
0.809715	0.960654	0.250263
0.809716	0.960658	0.250261
0.809718	0.960658	0.250253
0.809721	0.960661	0.250245
0.809723	0.960661	0.250239
0.809737	0.960675	0.250239
0.809739	0.960679	0.250227
0.809743	0.960679	0.250203
0.809760	0.960679	0.250201
0.809763	0.960679	0.250187
0.809771	0.960685	0.250187
0.809832	0.960744	0.250171
0.809833	0.960744	0.250166
0.809836	0.960744	0.250166
0.809839	0.960761	0.250159
0.809840	0.960761	0.250154
0.809906	0.960772	0.250151
0.809911	0.960772	0.250126
0.809912	0.960772	0.250107
0.809915	0.960772	0.250104
0.809916	0.960772	0.250093
0.809981	0.960772	0.250068
0.810330	0.960997	0.250061
0.810331	0.961000	0.250059
0.810558	0.961076	0.250054
0.810832	0.961145	0.250043
0.810836	0.961145	0.250036
0.810838	0.961145	0.250017
0.810950	0.961166	0.250007
0.810956	0.961166	0.249988
0.810957	0.961169	0.249987
0.810998	0.961173	0.249962
0.811002	0.961176	0.249961
0.811004	0.961176	0.249960
0.811056	0.961207	0.249953
0.811076	0.961207	0.249935
0.811077	0.961211	0.249930
0.811077	0.961214	0.249929
0.811123	0.961221	0.249883
0.811123	0.961225	0.249867
0.811129	0.961225	0.249864
0.811132	0.961225	0.249856
0.811135	0.961225	0.249831
0.811164	0.961225	0.249820
0.811166	0.961225	0.249818
0.811174	0.961225	0.249795
0.811175	0.961225	0.249788
0.811230	0.961252	0.249777
0.811242	0.961252	0.249774
0.811247	0.961256	0.249764
0.811270	0.961259	0.249763
0.811284	0.961259	0.249730
0.811289	0.961263	0.249723
0.811402	0.961270	0.249704
0.811605	0.961304	0.249695
0.811606	0.961304	0.249693
0.811610	0.961315	0.249685
0.811612	0.961315	0.249673
0.811712	0.961315	0.249672
0.811717	0.961325	0.249666
0.811719	0.961325	0.249655
0.811731	0.961328	0.249637
0.811758	0.961328	0.249625
0.811771	0.961328	0.249621
0.811775	0.961328	0.249621
0.811779	0.961328	0.249526
0.811782	0.961328	0.249495
0.811802	0.961332	0.249487
0.811886	0.961342	0.249476
0.811887	0.961342	0.249475
0.811892	0.961349	0.249474
0.811892	0.961353	0.249467
0.811893	0.961353	0.249464
0.811894	0.961356	0.249459
0.811897	0.961356	0.249442
0.811910	0.961363	0.249438
0.811947	0.961366	0.249436
0.811952	0.961366	0.249433
0.811954	0.961366	0.249430
0.811956	0.961366	0.249426
0.811972	0.961366	0.249410
0.811973	0.961366	0.249394
0.811977	0.961366	0.249377
0.811983	0.961366	0.249365
0.812001	0.961370	0.249349
0.812003	0.961370	0.249343
0.812010	0.961370	0.249337
0.812096	0.961398	0.249327
0.812113	0.961398	0.249321
0.812117	0.961398	0.249317
0.812128	0.961398	0.249314
0.812131	0.961401	0.249310
0.812132	0.961401	0.249310
0.812151	0.961404	0.249292
0.812159	0.961404	0.249290
0.812176	0.961415	0.249285
0.812193	0.961429	0.249282
0.812194	0.961429	0.249252
0.812210	0.961429	0.249223
0.812211	0.961429	0.249183
0.812238	0.961463	0.249180
0.812250	0.961463	0.249156
0.812259	0.961463	0.249148
0.812260	0.961467	0.249135
0.812279	0.961477	0.249125
0.812281	0.961477	0.249123
0.812287	0.961477	0.249107
0.812290	0.961477	0.249068
0.812318	0.961491	0.249068
0.812318	0.961508	0.249060
0.812319	0.961508	0.249058
0.812322	0.961508	0.249055
0.812326	0.961508	0.249051
0.812336	0.961508	0.249043
0.812336	0.961512	0.249043
0.812338	0.961512	0.249032
0.812460	0.961536	0.249000
0.812469	0.961536	0.248982
0.812488	0.961560	0.248978
0.812532	0.961563	0.248970
0.812803	0.961598	0.248965
0.812815	0.961601	0.248960
0.812815	0.961605	0.248958
0.812816	0.961605	0.248933
0.812817	0.961619	0.248914
0.812820	0.961619	0.248892
0.812896	0.961646	0.248881
0.812900	0.961646	0.248878
0.812902	0.961646	0.248877
0.812908	0.961650	0.248877
0.812913	0.961650	0.248871
0.812927	0.961650	0.248833
0.812929	0.961650	0.248823
0.812938	0.961650	0.248818
0.812940	0.961653	0.248802
0.812941	0.961653	0.248796
0.812944	0.961657	0.248769
0.812946	0.961660	0.248763
0.813227	0.961660	0.248762
0.813228	0.961664	0.248743
0.813230	0.961664	0.248715
0.813238	0.961664	0.248713
0.813238	0.961667	0.248699
0.813254	0.961678	0.248688
0.813258	0.961678	0.248680
0.813259	0.961681	0.248674
0.813280	0.961681	0.248672
0.813287	0.961681	0.248669
0.813297	0.961688	0.248664
0.813299	0.961691	0.248642
0.813306	0.961691	0.248641
0.813309	0.961695	0.248636
0.813311	0.961695	0.248593
0.813313	0.961698	0.248591
0.813314	0.961698	0.248579
0.813317	0.961698	0.248578
0.813324	0.961698	0.248576
0.813325	0.961712	0.248576
0.813327	0.961716	0.248575
0.813363	0.961719	0.248574
0.813369	0.961719	0.248527
0.813377	0.961719	0.248517
0.813380	0.961719	0.248512
0.813389	0.961726	0.248509
0.813390	0.961729	0.248500
0.813392	0.961729	0.248492
0.813396	0.961729	0.248478
0.813455	0.961733	0.248472
0.813458	0.961736	0.248471
0.813460	0.961743	0.248425
0.813462	0.961743	0.248424
0.813462	0.961747	0.248415
0.813475	0.961747	0.248415
0.813500	0.961764	0.248413
0.813508	0.961764	0.248399
0.813515	0.961774	0.248395
0.813521	0.961778	0.248390
0.813601	0.961778	0.248381
0.813605	0.961778	0.248377
0.813607	0.961778	0.248367
0.813610	0.961785	0.248335
0.813634	0.961792	0.248332
0.813634	0.961795	0.248327
0.813693	0.961819	0.248319
0.813732	0.961830	0.248303
0.813745	0.961830	0.248294
0.813794	0.961840	0.248286
0.813815	0.961885	0.248285
0.813818	0.961888	0.248282
0.813823	0.961888	0.248281
0.813825	0.961892	0.248279
0.813829	0.961892	0.248270
0.813912	0.961930	0.248246
0.813914	0.961937	0.248240
0.813994	0.961940	0.248223
0.814004	0.961944	0.248223
0.814005	0.961944	0.248214
0.814108	0.961944	0.248184
0.814119	0.961944	0.248175
0.814120	0.961944	0.248167
0.814120	0.961947	0.248162
0.814274	0.962085	0.248146
0.814284	0.962089	0.248122
0.814292	0.962092	0.248117
0.814331	0.962110	0.248106
0.814333	0.962113	0.248082
0.814336	0.962120	0.248078
0.814337	0.962120	0.248059
0.814345	0.962120	0.248045
0.814347	0.962123	0.248002
0.814351	0.962123	0.247995
0.814351	0.962130	0.247993
0.814355	0.962134	0.247966
0.814358	0.962134	0.247960
0.814362	0.962134	0.247954
0.814365	0.962141	0.247916
0.814499	0.962148	0.247901
0.814637	0.962148	0.247901
0.814637	0.962151	0.247900
0.814655	0.962161	0.247871
0.814687	0.962200	0.247869
0.814718	0.962200	0.247864
0.814720	0.962203	0.247831
0.814723	0.962203	0.247815
0.814725	0.962203	0.247812
0.814728	0.962206	0.247795
0.814872	0.962331	0.247785
0.814873	0.962334	0.247779
0.814962	0.962341	0.247756
0.814965	0.962341	0.247750
0.814966	0.962341	0.247741
0.814973	0.962341	0.247741
0.815005	0.962341	0.247719
0.815007	0.962341	0.247701
0.815012	0.962348	0.247688
0.815015	0.962348	0.247672
0.815034	0.962348	0.247669
0.815036	0.962348	0.247662
0.815060	0.962348	0.247646
0.815062	0.962348	0.247646
0.815063	0.962352	0.247624
0.815066	0.962352	0.247617
0.815069	0.962352	0.247612
0.815088	0.962369	0.247608
0.815422	0.962428	0.247608
0.815425	0.962428	0.247602
0.815598	0.962462	0.247598
0.815601	0.962462	0.247586
0.815606	0.962462	0.247582
0.815613	0.962462	0.247578
0.815620	0.962469	0.247565
0.815623	0.962473	0.247563
0.815653	0.962476	0.247552
0.815658	0.962476	0.247544
0.815660	0.962480	0.247544
0.815779	0.962552	0.247538
0.815779	0.962556	0.247525
0.815781	0.962556	0.247519
0.815833	0.962587	0.247516
0.815836	0.962590	0.247513
0.815840	0.962590	0.247496
0.815848	0.962601	0.247489
0.815848	0.962604	0.247481
0.815850	0.962604	0.247467
0.816110	0.962611	0.247457
0.816111	0.962611	0.247454
0.816422	0.962704	0.247453
0.816422	0.962715	0.247428
0.816514	0.962770	0.247424
0.816517	0.962770	0.247414
0.816528	0.962773	0.247401
0.816529	0.962773	0.247392
0.816531	0.962777	0.247391
0.816533	0.962777	0.247381
0.816701	0.962863	0.247351
0.816702	0.962867	0.247340
0.816704	0.962867	0.247331
0.816719	0.962867	0.247325
0.816719	0.962870	0.247322
0.816721	0.962870	0.247315
0.816726	0.962874	0.247306
0.816726	0.962877	0.247305
0.816730	0.962877	0.247285
0.816732	0.962877	0.247247
0.816764	0.962884	0.247247
0.816799	0.962925	0.247246
0.816801	0.962925	0.247245
0.816833	0.962929	0.247237
0.816856	0.962936	0.247234
0.816860	0.962936	0.247215
0.816864	0.962936	0.247213
0.816877	0.962936	0.247212
0.816878	0.962936	0.247204
0.816884	0.962936	0.247201
0.817150	0.963015	0.247198
0.817157	0.963022	0.247176
0.817160	0.963022	0.247158
0.817160	0.963026	0.247157
0.817164	0.963029	0.247152
0.817167	0.963029	0.247149
0.817167	0.963060	0.247148
0.817168	0.963064	0.247131
0.817228	0.963081	0.247129
0.817230	0.963088	0.247113
0.817231	0.963088	0.247112
0.817236	0.963102	0.247095
0.817241	0.963102	0.247080
0.817247	0.963105	0.247049
0.817296	0.963105	0.247031
0.817306	0.963112	0.247008
0.817306	0.963116	0.246985
0.817309	0.963116	0.246965
0.817310	0.963119	0.246960
0.817312	0.963119	0.246927
0.817490	0.963223	0.246924
0.817492	0.963223	0.246919
0.817493	0.963226	0.246914
0.817508	0.963240	0.246904
0.817541	0.963254	0.246894
0.817545	0.963254	0.246887
0.817548	0.963271	0.246879
0.817551	0.963271	0.246868
0.817554	0.963278	0.246848
0.817556	0.963278	0.246819
0.817563	0.963278	0.246809
0.817563	0.963282	0.246804
0.817565	0.963285	0.246798
0.817572	0.963285	0.246783
0.817579	0.963288	0.246783
0.817592	0.963299	0.246775
0.818009	0.963302	0.246771
0.818015	0.963302	0.246770
0.818070	0.963326	0.246759
0.818073	0.963326	0.246752
0.818094	0.963330	0.246740
0.818116	0.963333	0.246739
0.818123	0.963337	0.246708
0.818128	0.963344	0.246697
0.818129	0.963344	0.246670
0.818215	0.963447	0.246658
0.818253	0.963468	0.246627
0.818253	0.963475	0.246620
0.818260	0.963475	0.246618
0.818261	0.963475	0.246618
0.818265	0.963475	0.246609
0.818268	0.963479	0.246604
0.818308	0.963485	0.246603
0.818312	0.963489	0.246598
0.819024	0.963638	0.246598
0.819025	0.963641	0.246588
0.819027	0.963641	0.246587
0.819037	0.963644	0.246573
0.819039	0.963644	0.246564
0.819097	0.963658	0.246556
0.819101	0.963662	0.246554
0.819104	0.963662	0.246553
0.819239	0.963662	0.246539
0.819241	0.963662	0.246526
0.819267	0.963689	0.246524
0.819271	0.963689	0.246519
0.819277	0.963696	0.246500
0.819279	0.963696	0.246494
0.819283	0.963700	0.246489
0.819294	0.963703	0.246480
0.819295	0.963703	0.246477
0.819315	0.963738	0.246474
0.819318	0.963745	0.246471
